任务id,任务名,主线/支线,对话/打怪/掉落/寻物,等级限制,前置任务ID,后置任务ID,可完成次数,任务内容,任务目标,任务目标数量,任务简介,任务说明,说明脚本,接任务追踪,追踪脚本,未完成说明,追踪脚本,已完成追踪,追踪脚本,接任务NPC,还任务NPC,接任务脚本,还任务脚本,接任务对话,还任务对话,未完成对话,经验,阅历,索尼,物品,怪物组Id和掉落机率,guideDoing,guideDoingScript,guideComplete,guideCompleteScript,完成任务等级限制,章节,特殊任务类型枚举
130,蒙面人,1,2,1,129,131,1,击败弥次郎兵卫,382,1,击败弥次郎兵卫,击败|弥次郎兵卫^,openFB|8@22@382@382@6,去找|龟仙人^领取任务,clickNPC|NPC25@map9,[主]蒙面人<br/>击败|弥次郎兵卫^({0}/{1}),openFB|8@22@382@382@6,[主]蒙面人<br/>去找|龟仙人^完成任务,clickNPC|NPC25@map9,NPC25@map9,NPC25@map9,"openFB|8@22@382@382@6,addSection(379)",clickNPC|NPC25@map9,这个家伙居然蒙面，真是奇怪。|似乎在哪里见过他。^接任务|[接受]蒙面人,不错，轻松获胜。决赛圈以前已经没什么好担心的了。|我会调整好状态进入决赛比赛。^还任务|[完成]蒙面人,你在干什么呢？|这个对手似乎在哪里见过，但一时想不起来。^进行中|[进行中]蒙面人,378250,126070,31400,0,,击败|弥次郎兵卫^,openFB|8@22@382@382@6,去找|龟仙人^完成任务,clickNPC|NPC25@map9,1,8,-1
131,复活的饺子,1,2,1,130,132,1,击败饺子,386,1,击败饺子,击败|饺子^,openFB|8@22@386@386@6,去找|龟仙人^领取任务,clickNPC|NPC25@map9,[主]复活的饺子<br/>击败|饺子^({0}/{1}),openFB|8@22@386@386@6,[主]复活的饺子<br/>去找|龟仙人^完成任务,clickNPC|NPC25@map9,NPC25@map9,NPC25@map9,"openFB|8@22@386@386@6,addSection(383)",clickNPC|NPC25@map9,饺子复活以后实力有进步，你可以跟他切磋一下。|好的。^接任务|[接受]复活的饺子,看来饺子的进步还远远不够。|他先天不足，但已经很不错了。^还任务|[完成]复活的饺子,你还不赶快去。|好的。^进行中|[进行中]复活的饺子,378250,126070,31400,0,,击败|饺子^,openFB|8@22@386@386@6,去找|龟仙人^完成任务,clickNPC|NPC25@map9,1,8,-1
132,熟悉的人,1,2,1,131,133,1,击败琪琪,390,1,击败琪琪,击败|琪琪^,openFB|8@22@390@390@6,去找|龟仙人^领取任务,clickNPC|NPC25@map9,[主]熟悉的人<br/>击败|琪琪^({0}/{1}),openFB|8@22@390@390@6,[主]熟悉的人<br/>去找|龟仙人^完成任务,clickNPC|NPC25@map9,NPC25@map9,NPC25@map9,"openFB|8@22@390@390@6,addSection(387)",clickNPC|NPC25@map9,这个女孩好像认识你而且感觉很熟悉。|我也感觉认识她。^接任务|[接受]熟悉的人,牛魔王的女儿？悟空的未婚妻？|好像是吧。^还任务|[完成]熟悉的人,这种熟悉的感觉你不想知道是谁吗？|我去问问。^进行中|[进行中]熟悉的人,378250,126070,31400,0,,击败|琪琪^,openFB|8@22@390@390@6,去找|龟仙人^完成任务,clickNPC|NPC25@map9,1,8,-1
133,危机来临,1,1,68,132,134,1,与裁判对话,0,1,与裁判对话,与|裁判^对话,clickNPC|NPC25@map9,去找|龟仙人^领取任务,clickNPC|NPC25@map9,[主]危机来临<br/>与|裁判^对话,clickNPC|NPC26@map9,[主]危机来临<br/>去找|裁判^完成任务,clickNPC|NPC26@map9,NPC25@map9,NPC26@map9,clickNPC|NPC26@map9,clickNPC|NPC26@map9,你已经获胜了，不过短笛大魔王也进入决赛，你一定要小心。你现在去抽签吧。|我知道了，我会注意的。^接任务|[接受]危机来临,你来了，我们马上开始抽签。|好的。^还任务|[完成]危机来临,逃避是没用的，迎上去吧。|好的。^进行中|[进行中]危机来临,378250,126070,31400,0,,与|裁判^对话,clickNPC|NPC25@map9,去找|裁判^完成任务,clickNPC|NPC26@map9,1,8,-1
134,第一个对手,1,2,1,133,135,1,击败小林,394,1,击败小林,击败|小林^,openFB|8@23@394@394@6,去找|裁判^领取任务,clickNPC|NPC26@map9,[主]第一个对手<br/>击败|小林^({0}/{1}),openFB|8@23@394@394@6,[主]第一个对手<br/>去找|裁判^完成任务,clickNPC|NPC26@map9,NPC26@map9,NPC26@map9,"openFB|8@23@394@394@6,addSection(391)",clickNPC|NPC26@map9,你的第一个对手是小林，作为同门好友，你们的对决一向为观众津津乐道。|小林一直在刻苦修行，我很期待与他一战。^接任务|[接受]第一个对手,真是精彩的开场，现在观众们一定期待着你能够有更加出色的表现。|每一场比试我都会全力以赴。^还任务|[完成]第一个对手,你在犹豫吗？|不，我很兴奋。^进行中|[进行中]第一个对手,378250,126070,31400,0,,击败|小林^,openFB|8@23@394@394@6,去找|裁判^完成任务,clickNPC|NPC26@map9,1,8,-1
135,势如破竹,1,2,1,134,136,1,击败乐平,398,1,击败乐平,击败|乐平^,openFB|8@23@398@398@6,去找|裁判^领取任务,clickNPC|NPC26@map9,[主]势如破竹<br/>击败|乐平^({0}/{1}),openFB|8@23@398@398@6,[主]势如破竹<br/>去找|裁判^完成任务,clickNPC|NPC26@map9,NPC26@map9,NPC26@map9,"openFB|8@23@398@398@6,addSection(395)",clickNPC|NPC26@map9,乐平，你的下个对手。|好的。^接任务|[接受]势如破竹,没想到还是如此的轻松。|谢谢。^还任务|[完成]势如破竹,还愣着干什么？|知道了。^进行中|[进行中]势如破竹,378250,126070,31400,0,,击败|乐平^,openFB|8@23@398@398@6,去找|裁判^完成任务,clickNPC|NPC26@map9,1,8,-1
136,神仙的化身,1,2,1,135,137,1,击败沈先生,402,1,击败沈先生,击败|沈先生^,openFB|8@23@402@402@6,去找|裁判^领取任务,clickNPC|NPC26@map9,[主]神仙的化身<br/>击败|沈先生^({0}/{1}),openFB|8@23@402@402@6,[主]神仙的化身<br/>去找|裁判^完成任务,clickNPC|NPC26@map9,NPC26@map9,NPC26@map9,"openFB|8@23@402@402@6,addSection(399)",clickNPC|NPC26@map9,这个人总感觉怪怪的，好像很厉害。|他的气息……原来如此。^接任务|[接受]神仙的化身,没想到你还是获胜了。|他是故意让我的。^还任务|[完成]神仙的化身,你有信心赢得这一场吗？|不，如果真的是他的话我赢不了。^进行中|[进行中]神仙的化身,378250,126070,31400,0,,击败|沈先生^,openFB|8@23@402@402@6,去找|裁判^完成任务,clickNPC|NPC26@map9,1,8,-1
137,上届冠军,1,2,1,136,138,1,击败天津饭,406,1,击败天津饭,击败|天津饭^,openFB|8@23@406@406@6,去找|裁判^领取任务,clickNPC|NPC26@map9,[主]上届冠军<br/>击败|天津饭^({0}/{1}),openFB|8@23@406@406@6,[主]上届冠军<br/>去找|裁判^完成任务,clickNPC|NPC26@map9,NPC26@map9,NPC26@map9,"openFB|8@23@406@406@6,addSection(403)",clickNPC|NPC26@map9,上届大赛你和天津饭选手为观众呈现了一场最巅峰的对决，今天观众们都期待着你们能够有更精彩的表现。|我们不会让大家失望。^接任务|[接受]上届冠军,太棒了，天津饭选手自创的招式如此犀利，而你却又将他利落的击败。没有比这更精彩的了。|我们只是点到为止，如果以命相搏，胜负还难料。^还任务|[完成]上届冠军,我相信你一定很想跟他战斗吧。|和高手过招是我最大的享受。^进行中|[进行中]上届冠军,378250,126070,31400,0,,击败|天津饭^,openFB|8@23@406@406@6,去找|裁判^完成任务,clickNPC|NPC26@map9,1,8,-1
1030,新的武道会决赛1,2,2,1,137,0,1,击败天津饭,406,5,击败天津饭,击败|天津饭^,openFB|8@23@406@406@6,去找|裁判^领取任务,clickNPC|NPC26@map9,[支]新的武道会决赛1<br/>击败|天津饭^({0}/{1}),openFB|8@23@406@406@6,[支]新的武道会决赛1<br/>去找|裁判^完成任务,clickNPC|NPC26@map9,NPC26@map9,NPC26@map9,,clickNPC|NPC26@map9,天津饭新的绝技很惊人，你和他多切磋几次一定能受益匪浅。|这次我会更加小心的。^接任务|[接受]新的武道会决赛1,天津饭成长了很多，但你比他更厉害。|伙伴们都在成长，我也不能懈怠了。^还任务|[完成]新的武道会决赛1,天津饭已经迫不及待了。|我也等不及了。^进行中|[进行中]新的武道会决赛1,378250,126070,31400,0,,击败|天津饭^,openFB|8@23@406@406@6,去找|裁判^完成任务,clickNPC|NPC26@map9,1,8,-1
138,长大的孙悟空,1,2,1,137,139,1,击败孙悟空,410,1,击败孙悟空,击败|孙悟空^,openFB|8@23@410@410@6,去找|裁判^领取任务,clickNPC|NPC26@map9,[主]长大的孙悟空<br/>击败|孙悟空^({0}/{1}),openFB|8@23@410@410@6,[主]长大的孙悟空<br/>去找|裁判^完成任务,clickNPC|NPC26@map9,NPC26@map9,NPC26@map9,"openFB|8@23@410@410@6,addSection(407)",clickNPC|NPC26@map9,唔？这是孙选手？他已经长这么大了，他的表现值得期待。|是的，我也觉得这一场会很有意思。^接任务|[接受]长大的孙悟空,恭喜你正式进入总决赛，这已经是你第三次进入决赛，我希望这次你能够获胜。|我会的，我的目标就是冠军。^还任务|[完成]长大的孙悟空,孙选手的变化真是太惊人了。|他实力的变化更惊人。^进行中|[进行中]长大的孙悟空,378250,126070,31400,0,,击败|孙悟空^,openFB|8@23@410@410@6,去找|裁判^完成任务,clickNPC|NPC26@map9,1,8,-1
1031,新的武道会决赛2,2,2,1,138,0,1,击败孙悟空,410,5,击败孙悟空,击败|孙悟空^,openFB|8@23@410@410@6,去找|裁判^领取任务,clickNPC|NPC26@map9,[支]新的武道会决赛2<br/>击败|孙悟空^({0}/{1}),openFB|8@23@410@410@6,[支]新的武道会决赛2<br/>去找|裁判^完成任务,clickNPC|NPC26@map9,NPC26@map9,NPC26@map9,,clickNPC|NPC26@map9,悟空的修行已经远远超过了其他人，现在只有他还是你的对手了。|我不会被他比下去的。^接任务|[接受]新的武道会决赛2,你和悟空都已经超越了所有人，地球的未来就交给你们了。|放心吧武天老师，我们不会辜负你的。^还任务|[完成]新的武道会决赛2,放心吧，这次悟空吃的很饱。|我也已经调整好了最佳状态。^进行中|[进行中]新的武道会决赛2,378250,126070,31400,0,,击败|孙悟空^,openFB|8@23@410@410@6,去找|裁判^完成任务,clickNPC|NPC26@map9,1,8,-1
139,决战大魔王,1,2,1,138,140,1,击败短笛大魔王,414,1,击败短笛大魔王,击败|短笛大魔王^,openFB|8@23@414@414@6,去找|裁判^领取任务,clickNPC|NPC26@map9,[主]决战大魔王<br/>击败|短笛大魔王^({0}/{1}),openFB|8@23@414@414@6,[主]决战大魔王<br/>去找|裁判^完成任务,clickNPC|NPC26@map9,NPC26@map9,NPC26@map9,"openFB|8@23@414@414@6,addSection(411)",clickNPC|NPC26@map9,终于再次来到决赛，这已经是第三次了，所有人都希望你能够获胜。|我会的，这次我不会输，也输不起。^接任务|[接受]决战大魔王,恭喜你，赢得第二十三届天下第一武道会冠军，从现在开始你就是天下第一。|成功了！终于赢了。^还任务|[完成]决战大魔王,准备好上场了吗？|我一直准备着。^进行中|[进行中]决战大魔王,378250,126070,31400,0,,击败|短笛大魔王^,openFB|8@23@414@414@6,去找|裁判^完成任务,clickNPC|NPC26@map9,1,8,-1
140,新的挑战,1,1,71,139,141,1,与加林仙人对话,0,1,与加林仙人对话,与|加林仙人^对话,clickNPC|NPC24@map9,去找|加林仙人^领取任务,clickNPC|NPC24@map9,[主]新的挑战<br/>与|加林仙人^对话,clickNPC|NPC24@map9,[主]新的挑战<br/>去找|加林仙人^完成任务,clickNPC|NPC24@map9,NPC24@map9,NPC25@map9,clickNPC|NPC24@map9,clickNPC|NPC26@map9,准备迎接新的挑战吧。|好的。^接任务|[接受]新的挑战,。。。。。|。。。。^还任务|[完成]新的挑战,。。。。。|。。。。^进行中|[进行中]新的挑战,405250,135070,32800,0,,与|加林仙人^对话,clickNPC|NPC24@map9,去找|加林仙人^完成任务,clickNPC|NPC24@map9,1,8,-1
10001,去找小悟空,3,1,30,1111111,1111111,1,与小悟空对话,0,1,与小悟空对话,很久没看见|小悟空^了，你去看看他吧。,clickNPC|NPC05@map2,很久没看见|小悟空^了，你去看看他吧。,clickNPC|NPC05@map2,[跑]去找小悟空对话<br/>很久没看见|小悟空^了，你去看看他吧。,clickNPC|NPC05@map2,[跑]去找小悟空<br/>很久没看见|小悟空^了，你去看看他吧。,clickNPC|NPC05@map2,NPC05@map2,NPC05@map2,clickNPC|NPC05@map2,clickNPC|NPC05@map2,,好久不见了，给我带什么好吃的没？|你的胃我可填不满。^还任务|[完成]去找小悟空,,0,0,0,0,,与|小悟空^对话,clickNPC|NPC05@map2,很久没看见|小悟空^了，你去看看他吧。,clickNPC|NPC05@map2,1,,
10002,击败狼群头领,3,2,30,1111111,1111111,1,小悟空让你去击败狼群头领,12,1,小悟空让你去击败狼群头领,小悟空让你去击败|狼群头领^,openFB|2@2@12@12@6,小悟空让你去击败|狼群头领^,openFB|2@2@12@12@6,[跑]小悟空让你去击败狼群头领<br/>小悟空让你去击败|狼群头领^({0}/{1}),openFB|2@2@12@12@6,[跑]小悟空让你去击败狼群头领<br/>去找|小悟空^完成任务,clickNPC|NPC05@map2,NPC05@map2,NPC05@map2,openFB|2@2@12@12@6,clickNPC|NPC05@map2,,好久没吃这么饱了。|嗝~^还任务|[完成]击败狼群头领,,0,0,0,0,,击败|狼群头领^,openFB|2@2@12@12@6,去找|小悟空^完成任务,clickNPC|NPC05@map2,1,,
10003,击败巨型翼龙,3,2,30,1111111,1111111,1,小悟空让你去击败巨型翼龙,16,1,小悟空让你去击败巨型翼龙,击杀|巨型翼龙^,openFB|2@2@16@16@6,击杀|巨型翼龙^,openFB|2@2@16@16@6,[跑]小悟空让你去击败巨型翼龙<br/>小悟空让你去击败|巨型翼龙^({0}/{1}),openFB|2@2@16@16@6,[跑]小悟空让你去击败巨型翼龙<br/>去找|小悟空^完成任务,clickNPC|NPC05@map2,NPC05@map2,NPC05@map2,openFB|2@2@16@16@6,clickNPC|NPC05@map2,,还是翼龙啃着有肉。|嗯，味道不错。^还任务|[完成]击败巨型翼龙,,0,0,0,0,,击败|巨型翼龙^,openFB|2@2@16@16@6,去找|小悟空^完成任务,clickNPC|NPC05@map2,1,,
10004,击败变身怪兽,3,2,30,1111111,1111111,1,小悟空让你去击败变身怪兽,28,1,小悟空让你去击败变身怪兽,小悟空让你去击败|变身怪兽^,openFB|2@3@28@28@6,小悟空让你去击败|变身怪兽^,openFB|2@3@28@28@6,[跑]小悟空让你去击败变身怪兽<br/>小悟空让你去击败|变身怪兽^({0}/{1}),openFB|2@3@28@28@6,[跑]小悟空让你去击败变身怪兽<br/>去找|小悟空^完成任务,clickNPC|NPC05@map2,NPC05@map2,NPC05@map2,openFB|2@3@28@28@6,clickNPC|NPC05@map2,,真是欺软怕硬的家伙，还没怎么样就求饶了。|算了，希望他能悔改吧。^还任务|[完成]击败变身怪兽,,0,0,0,0,,击败|变身怪兽^,openFB|2@3@28@28@6,去找|小悟空^完成任务,clickNPC|NPC05@map2,1,,
10005,击败琪琪,3,2,30,1111111,1111111,1,小悟空让你去击败琪琪,42,1,小悟空让你去击败琪琪,小悟空让你去击败|琪琪^,openFB|2@4@42@42@6,小悟空让你去击败|琪琪^,openFB|2@4@42@42@6,[跑]小悟空让你去击败琪琪<br/>小悟空让你去击败|琪琪^({0}/{1}),openFB|2@4@42@42@6,[跑]小悟空让你去击败琪琪<br/>去找|小悟空^完成任务,clickNPC|NPC05@map2,NPC05@map2,NPC05@map2,openFB|2@4@42@42@6,clickNPC|NPC05@map2,,她这么厉害却又这么胆小，真实伤脑筋。|算了，送她回去吧。^还任务|[完成]击败琪琪,,0,0,0,0,,击败|琪琪^,openFB|2@4@42@42@6,去找|小悟空^完成任务,clickNPC|NPC05@map2,1,,
10006,击败皮拉夫,3,2,30,1111111,1111111,1,小悟空让你去击败皮拉夫,53,1,小悟空让你去击败皮拉夫,小悟空让你去击败|皮拉夫^,openFB|2@5@53@53@6,小悟空让你去击败|皮拉夫^,openFB|2@5@53@53@6,[跑]小悟空让你去击败皮拉夫<br/>小悟空让你去击败|皮拉夫^({0}/{1}),openFB|2@5@53@53@6,[跑]小悟空让你去击败皮拉夫<br/>去找|小悟空^完成任务,clickNPC|NPC05@map2,NPC05@map2,NPC05@map2,openFB|2@5@53@53@6,clickNPC|NPC05@map2,,这些家伙阴谋诡计虽然多，但是没真本事。|不知道他们下次什么时候再来。^还任务|[完成]击败皮拉夫,,0,0,0,0,,击败|皮拉夫^,openFB|2@5@53@53@6,去找|小悟空^完成任务,clickNPC|NPC05@map2,1,,
10007,去帮龟仙人买东西,3,4,30,1111111,1111111,1,帮龟仙人买东西,11001,1,帮龟仙人买东西,到商店给|龟仙人^购买1把勇气短刀,clickNPC|NPC07@map2,到商店给|龟仙人^购买1把勇气短刀,clickNPC|NPC07@map2,[跑]帮龟仙人买东西<br/>到商店去给|龟仙人^购买1把勇气短刀,clickNPC|NPC07@map2,[跑]帮龟仙人买东西<br/>到商店去给|龟仙人^购买1把勇气短刀,clickNPC|NPC07@map2,NPC07@map2,NPC07@map2,clickNPC|NPC07@map2,clickNPC|NPC07@map2,,刀很锋利，做的不错。|应该的。^还任务|[完成]帮龟仙人买东西,,0,0,0,0,,与|龟仙人^对话,clickNPC|NPC07@map2,到商店去给|龟仙人^购买1把勇气短刀,clickNPC|NPC07@map2,1,,
10008,参加竞技场竞技,3,23,30,1111111,1111111,1,乐平让你去竞技场比赛1次,0,1,乐平让你去竞技场比赛1次,乐平让你去竞技场比赛1次,openView|15,乐平让你去竞技场比赛1次,openView|15,[跑]参加竞技场竞技<br/>乐平让你去竞技场比赛1次,openView|15,[跑]参加竞技场竞技<br/>去找|乐平^完成任务,clickNPC|NPC02@map2,NPC02@map2,NPC02@map2,openView|15,clickNPC|NPC02@map2,,做的不错，我很看好你。|我会努力的。^还任务|[完成]参加竞技场竞技,,0,0,0,0,,去找|乐平^完成任务,openView|15,去找|乐平^完成任务,clickNPC|NPC02@map2,1,,
10009,完成突飞,3,24,30,1111111,1111111,1,牛魔王让你去家园训练室突飞1次,0,1,牛魔王让你去家园训练室突飞1次,牛魔王让你去家园训练室突飞1次,openView|27,牛魔王让你去家园训练室突飞1次,openView|27,[跑]完成突飞<br/>牛魔王让你去家园训练室突飞1次,openView|27,[跑]完成突飞<br/>去找|牛魔王^完成任务,clickNPC|NPC03@map2,NPC03@map2,NPC03@map2,openView|27,clickNPC|NPC03@map2,,做的不错，但不可以自满哦。|我会注意的。^还任务|[完成]完成突飞,,0,0,0,0,,牛魔王让你去家园训练室突飞1次,openView|27,去找|牛魔王^完成任务,clickNPC|NPC03@map2,1,,
10010,完成生产,3,25,30,1111111,1111111,1,牛魔王让你去家园生产室生产1次,0,1,牛魔王让你去家园生产室生产1次,牛魔王让你去家园生产室生产1次,openView|27,牛魔王让你去家园生产室生产1次,openView|27,[跑]完成生产<br/>牛魔王让你去家园生产室生产1次,openView|27,[跑]完成生产<br/>去找|牛魔王^完成任务,clickNPC|NPC03@map2,NPC03@map2,NPC03@map2,openView|27,clickNPC|NPC03@map2,,嗯，做的不错。|还需要努力。^还任务|[完成]完成生产,,0,0,0,0,,牛魔王让你去家园生产室生产1次,openView|27,去找|牛魔王^完成任务,clickNPC|NPC03@map2,1,,
10011,完成探险,3,26,30,1111111,1111111,1,牛魔王让你去家园载具室探险1次,0,1,牛魔王让你去家园载具室探险1次,牛魔王让你去家园载具室探险1次,openView|27,牛魔王让你去家园载具室探险1次,openView|27,[跑]完成探险<br/>牛魔王让你去家园载具室探险1次,openView|27,[跑]完成探险<br/>去找|牛魔王^完成任务,clickNPC|NPC03@map2,NPC03@map2,NPC03@map2,openView|27,clickNPC|NPC03@map2,,哈，收获很不错呢。|可以做的更好。^还任务|[完成]完成探险,,0,0,0,0,,牛魔王让你去家园载具室探险1次,openView|27,去找|牛魔王^完成任务,clickNPC|NPC03@map2,1,,
10012,去找龟仙人,3,1,40,1111111,1111111,1,与龟仙人对话,0,1,与龟仙人对话,|龟仙人^似乎有要紧事找你，快去看看吧。,clickNPC|NPC08@map3,|龟仙人^似乎有要紧事找你，快去看看吧。,clickNPC|NPC08@map3,[跑]去找龟仙人对话<br/>|龟仙人^似乎有要紧事找你，快去看看吧。,clickNPC|NPC08@map3,[跑]去找龟仙人<br/>|龟仙人^似乎有要紧事找你，快去看看吧。,clickNPC|NPC08@map3,NPC08@map3,NPC08@map3,clickNPC|NPC08@map3,clickNPC|NPC08@map3,,兰琪又打喷嚏了，叫你来帮忙。|额，我还有事，先回去了。^还任务|[完成]去找龟仙人,,0,0,0,0,,与|龟仙人^对话,clickNPC|NPC08@map3,|龟仙人^似乎有要紧事找你，快去看看吧。,clickNPC|NPC08@map3,1,,
10013,击败黑绸军小队,3,2,40,1111111,1111111,1,兰琪让你去击败黑绸军小队,69,1,兰琪让你去击败黑绸军小队,兰琪让你去击败|黑绸军小队^,openFB|3@6@69@69@6,兰琪让你去击败|黑绸军小队^,openFB|3@6@69@69@6,[跑]兰琪让你去击败黑绸军小队<br/>兰琪让你去击败|黑绸军小队^({0}/{1}),openFB|3@6@69@69@6,[跑]兰琪让你去击败黑绸军小队<br/>去找|兰琪^完成任务,clickNPC|NPC09@map3,NPC09@map3,NPC09@map3,openFB|3@6@69@69@6,clickNPC|NPC09@map3,,你没事吧。|就是子弹打在身上有些疼。^还任务|[完成]击败黑绸军小队,,0,0,0,0,,击败|黑绸军小队^,openFB|3@6@69@69@6,去找|兰琪^完成任务,clickNPC|NPC09@map3,1,,
10014,击败海盗机器人,3,2,40,1111111,1111111,1,兰琪让你去击败海盗机器人,75,1,兰琪让你去击败海盗机器人,兰琪让你去击败|海盗机器人^,openFB|3@7@75@75@6,兰琪让你去击败|海盗机器人^,openFB|3@7@75@75@6,[跑]兰琪让你去击败海盗机器人<br/>兰琪让你去击败|海盗机器人^({0}/{1}),openFB|3@7@75@75@6,[跑]兰琪让你去击败海盗机器人<br/>去找|兰琪^完成任务,clickNPC|NPC09@map3,NPC09@map3,NPC09@map3,openFB|3@7@75@75@6,clickNPC|NPC09@map3,,这下安全了。|你不打喷嚏就安全了。^还任务|[完成]击败海盗机器人,,0,0,0,0,,击败|海盗机器人^,openFB|3@7@75@75@6,去找|兰琪^完成任务,clickNPC|NPC09@map3,1,,
10015,击败大章鱼,3,2,40,1111111,1111111,1,兰琪让你去击败大章鱼,81,1,兰琪让你去击败大章鱼,兰琪让你去击败|大章鱼^,openFB|3@7@81@81@6,兰琪让你去击败|大章鱼^,openFB|3@7@81@81@6,[跑]兰琪让你去击败大章鱼<br/>兰琪让你去击败|大章鱼^({0}/{1}),openFB|3@7@81@81@6,[跑]兰琪让你去击败大章鱼<br/>去找|兰琪^完成任务,clickNPC|NPC09@map3,NPC09@map3,NPC09@map3,openFB|3@7@81@81@6,clickNPC|NPC09@map3,,肉有些老。|烤太久了。^还任务|[完成]击败大章鱼,,0,0,0,0,,击败|大章鱼^,openFB|3@7@81@81@6,去找|兰琪^完成任务,clickNPC|NPC09@map3,1,,
10016,击败蓝将军,3,2,40,1111111,1111111,1,兰琪让你去击败蓝将军,87,1,兰琪让你去击败蓝将军,兰琪让你去击败|蓝将军^,openFB|3@7@87@87@6,兰琪让你去击败|蓝将军^,openFB|3@7@87@87@6,[跑]兰琪让你去击败蓝将军<br/>兰琪让你去击败|蓝将军^({0}/{1}),openFB|3@7@87@87@6,[跑]兰琪让你去击败蓝将军<br/>去找|兰琪^完成任务,clickNPC|NPC09@map3,NPC09@map3,NPC09@map3,openFB|3@7@87@87@6,clickNPC|NPC09@map3,,你没事吧。|没事。^还任务|[完成]击败蓝将军,,0,0,0,0,,击败|蓝将军^,openFB|3@7@87@87@6,去找|兰琪^完成任务,clickNPC|NPC09@map3,1,,
10017,击败小林,3,2,40,1111111,1111111,1,兰琪让你去击败小林,64,1,兰琪让你去击败小林,兰琪让你去击败|小林^,openFB|3@6@64@64@6,兰琪让你去击败|小林^,openFB|3@6@64@64@6,[跑]兰琪让你去击败小林<br/>兰琪让你去击败|小林^({0}/{1}),openFB|3@6@64@64@6,[跑]兰琪让你去击败小林<br/>去找|兰琪^完成任务,clickNPC|NPC09@map3,NPC09@map3,NPC09@map3,openFB|3@6@64@64@6,clickNPC|NPC09@map3,,今晚吃河豚，准备好了吗？|额，你确定洗干净了？^还任务|[完成]击败小林,,0,0,0,0,,击败|小林^,openFB|3@6@64@64@6,去找|兰琪^完成任务,clickNPC|NPC09@map3,1,,
10018,去帮龟仙人买东西,3,4,40,1111111,1111111,1,帮龟仙人买东西,11001,1,帮龟仙人买东西,到商店给|龟仙人^购买1把勇气短刀,clickNPC|NPC08@map3,到商店给|龟仙人^购买1把勇气短刀,clickNPC|NPC08@map3,[跑]帮龟仙人买东西<br/>到商店去给|龟仙人^购买1把勇气短刀,clickNPC|NPC08@map3,[跑]帮龟仙人买东西<br/>到商店给|龟仙人^购买1把勇气短刀,clickNPC|NPC08@map3,NPC08@map3,NPC08@map3,clickNPC|NPC08@map3,clickNPC|NPC08@map3,,刀很锋利，做的不错。|应该的。^还任务|[完成]帮龟仙人买东西,,0,0,0,0,,与|龟仙人^对话,clickNPC|NPC08@map3,到商店去给|龟仙人^购买1把勇气短刀,clickNPC|NPC08@map3,1,,
10019,参加竞技场竞技,3,23,40,1111111,1111111,1,龟仙人让你去竞技场比赛1次,0,1,龟仙人让你去竞技场比赛1次,龟仙人让你去竞技场比赛1次,openView|15,龟仙人让你去竞技场比赛1次,openView|15,[跑]参加竞技场竞技<br/>龟仙人让你去竞技场比赛1次,openView|15,[跑]参加竞技场竞技<br/>去找|龟仙人^完成任务,clickNPC|NPC08@map3,NPC08@map3,NPC08@map3,openView|15,clickNPC|NPC08@map3,,做的不错，我很看好你。|我会努力的。^还任务|[完成]参加竞技场竞技,,0,0,0,0,,龟仙人让你去竞技场比赛1次,openView|15,去找|龟仙人^完成任务,clickNPC|NPC08@map3,1,,
10020,完成突飞,3,24,40,1111111,1111111,1,小林让你去家园训练室突飞1次,0,1,小林让你去家园训练室突飞1次,小林让你去家园训练室突飞1次,openView|27,小林让你去家园训练室突飞1次,openView|27,[跑]完成突飞<br/>小林让你去家园训练室突飞1次,openView|27,[跑]完成突飞<br/>去找|小林^完成任务,clickNPC|NPC01@map3,NPC01@map3,NPC01@map3,openView|27,clickNPC|NPC01@map3,,做的不错，但不可以自满哦。|我会注意的。^还任务|[完成]完成突飞,,0,0,0,0,,小林让你去家园训练室突飞1次,openView|27,去找|小林^完成任务,clickNPC|NPC01@map3,1,,
10021,完成生产,3,25,40,1111111,1111111,1,小林让你去家园生产室生产1次,0,1,小林让你去家园生产室生产1次,小林让你去家园生产室生产1次,openView|27,小林让你去家园生产室生产1次,openView|27,[跑]完成生产<br/>小林让你去家园生产室生产1次,openView|27,[跑]完成生产<br/>去找|小林^完成任务,clickNPC|NPC01@map3,NPC01@map3,NPC01@map3,openView|27,clickNPC|NPC01@map3,,嗯，做的不错。|还需要努力。^还任务|[完成]完成生产,,0,0,0,0,,小林让你去家园生产室生产1次,openView|27,去找|小林^完成任务,clickNPC|NPC01@map3,1,,
10022,完成探险,3,26,40,1111111,1111111,1,小林让你去家园载具室探险1次,0,1,小林让你去家园载具室探险1次,小林让你去家园载具室探险1次,openView|27,小林让你去家园载具室探险1次,openView|27,[跑]完成探险<br/>小林让你去家园载具室探险1次,openView|27,[跑]完成探险<br/>去找|小林^完成任务,clickNPC|NPC01@map3,NPC01@map3,NPC01@map3,openView|27,clickNPC|NPC01@map3,,哈，收获很不错呢。|可以做的更好。^还任务|[完成]完成探险,,0,0,0,0,,小林让你去家园载具室探险1次,openView|27,去找|小林^完成任务,clickNPC|NPC01@map3,1,,
